,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalFinishedBsmtSF,TotalFinishedBsmtSF_BsmtQual_Interaction,TotalFullBaths,TotalHalfBaths,HouseAge,YearsSinceRemodel,TotalPorchArea
897,90,3,64.0,7018,1,0,3,3,1,2,2,SawyerW,5,5,2,0.0,3,3,0,0,0.0,0.0,0,0,0,6,3,1,5,1120,1120,0,2240,6,2,3,12,5.0,0,0,4.0,1979.0,1.0,2,528,3,3,2,0,0,0,0,0,6,2009,5.0,2,142953,0,0,2,0,30,30,154
898,20,3,100.0,12919,1,0,2,3,1,2,2,NridgHt,9,5,3,760.0,5,3,5,3,3.0,5.0,0,142,2330,6,5,1,5,2364,0,0,2364,2,1,5,11,5.0,2,4,5.0,2009.0,3.0,3,820,3,3,2,0,0,0,0,0,3,2010,4.0,0,611657,2188,10940,3,1,1,0,67
899,20,3,65.0,6993,1,0,3,3,1,2,2,Sawyer,5,7,2,0.0,3,3,3,3,0.0,3.0,0,447,912,6,3,1,5,1236,0,0,1236,3,1,3,6,5.0,1,3,5.0,1961.0,1.0,1,288,3,3,2,0,0,0,0,0,6,2006,5.0,5,135000,465,1395,1,0,45,12,0
900,20,3,73.0,7340,1,0,2,3,1,2,2,NAmes,4,6,2,0.0,3,3,3,3,0.0,4.0,0,536,858,6,3,1,5,858,0,0,858,2,1,3,4,5.0,0,0,4.0,1979.0,1.0,1,684,3,3,2,0,0,0,0,0,6,2007,5.0,5,110000,322,966,1,0,36,36,0
901,20,3,64.0,8712,1,0,2,3,1,2,2,NAmes,5,7,2,0.0,3,4,3,3,1.0,3.0,0,132,992,6,3,1,5,1306,0,0,1306,2,1,3,5,5.0,0,0,4.0,1968.0,1.0,1,756,3,3,2,0,0,0,0,0,5,2009,5.0,5,153000,860,2580,2,0,52,9,0
902,60,3,63.0,7875,1,0,3,3,1,2,2,Gilbert,7,5,2,0.0,4,3,4,3,0.0,0.0,0,783,783,6,5,1,5,807,702,0,1509,3,1,4,8,5.0,1,4,5.0,2003.0,3.0,2,393,3,3,2,0,0,0,0,0,7,2006,5.0,5,180000,0,0,2,1,3,3,75
903,20,3,50.0,14859,1,0,2,2,1,4,2,Gilbert,7,5,2,27.0,4,3,4,3,0.0,0.0,0,1670,1670,6,5,1,5,1670,0,0,1670,3,1,4,7,5.0,1,4,5.0,2006.0,2.0,3,690,3,3,2,0,0,0,0,0,8,2006,4.0,0,240000,0,0,2,0,0,0,204
904,20,3,71.0,6173,1,0,2,3,1,2,2,Sawyer,5,6,2,75.0,3,3,3,3,0.0,5.0,0,277,876,6,3,1,5,902,0,0,902,3,1,3,6,5.0,0,0,5.0,1967.0,1.0,1,288,3,3,2,0,0,3,0,0,8,2007,5.0,5,125500,599,1797,1,0,40,40,0
905,20,3,80.0,9920,1,0,3,3,1,2,2,NAmes,5,5,3,110.0,3,3,3,3,0.0,2.0,2,412,1056,6,3,1,5,1063,0,0,1063,3,1,3,6,5.0,0,0,5.0,1954.0,2.0,1,280,3,3,2,0,0,3,0,0,2,2010,5.0,5,128000,644,1932,2,0,56,56,164
906,20,3,116.0,13501,1,0,2,3,1,3,2,Somerst,8,5,3,208.0,4,3,4,3,0.0,5.0,0,1560,1623,6,5,1,5,1636,0,0,1636,3,1,4,8,5.0,1,4,5.0,2006.0,2.0,3,865,3,3,2,0,0,0,0,0,6,2007,5.0,5,255000,63,252,3,0,1,1,60
907,50,3,86.0,11500,1,0,2,3,1,2,2,Crawfor,7,7,2,0.0,4,3,4,3,0.0,2.0,0,794,1017,6,4,1,5,1020,1037,0,2057,3,1,4,6,5.0,1,4,5.0,1936.0,3.0,1,180,2,3,2,0,0,0,0,0,6,2006,5.0,5,250000,223,892,1,1,70,19,322
908,20,3,73.0,8885,1,0,2,0,1,2,1,Mitchel,5,5,2,0.0,3,3,4,3,2.0,3.0,4,239,864,6,3,1,5,902,0,0,902,2,1,3,5,5.0,0,0,5.0,1983.0,1.0,2,484,3,3,2,0,0,3,0,0,6,2006,5.0,5,131000,625,2500,2,0,23,23,164
909,60,3,149.0,12589,1,0,1,3,1,2,2,Gilbert,6,5,2,0.0,4,3,4,3,0.0,0.0,0,742,742,6,5,1,5,742,742,0,1484,3,1,4,8,5.0,1,4,5.0,2005.0,3.0,2,390,3,3,2,0,0,0,0,0,6,2009,5.0,5,174000,0,0,2,1,4,4,60
910,90,3,80.0,11600,1,0,3,3,1,3,2,NAmes,5,5,2,361.0,3,3,3,3,0.0,2.0,0,662,1105,6,3,1,4,1105,1169,0,2274,5,2,3,12,5.0,0,0,4.0,1960.0,1.0,2,480,3,3,2,0,0,0,0,0,1,2010,5.0,5,154300,443,1329,2,0,50,50,0
911,20,3,70.0,9286,1,0,2,3,1,4,1,CollgCr,5,7,2,0.0,3,3,4,4,2.0,4.0,0,1072,1268,6,3,1,5,1268,0,0,1268,3,1,4,5,5.0,0,0,4.0,1978.0,1.0,1,252,3,3,2,0,0,0,0,0,10,2009,5.0,5,143500,196,784,1,1,32,20,173
912,30,2,51.0,6120,1,0,3,3,1,2,2,BrkSide,5,7,2,0.0,3,3,3,3,0.0,2.0,0,279,768,6,3,0,5,1015,0,0,1015,3,1,3,6,4.0,0,0,4.0,1925.0,1.0,1,450,3,3,2,0,0,3,1,1,7,2006,5.0,4,88000,489,1467,1,0,81,56,232
913,90,1,82.0,6270,1,0,3,2,1,2,2,Crawfor,5,6,2,0.0,3,3,3,3,0.0,3.0,0,717,1001,6,3,0,4,1001,1001,0,2002,4,2,3,8,5.0,0,0,2.0,1949.0,1.0,3,871,3,3,2,0,0,0,0,0,8,2007,5.0,5,145000,284,852,2,0,58,57,0
914,160,4,30.0,3000,1,2,3,3,1,2,2,Somerst,6,5,3,76.0,4,3,4,3,2.0,5.0,0,318,612,6,5,1,5,612,612,0,1224,2,1,4,4,5.0,0,0,4.0,2009.0,2.0,2,528,3,3,2,0,0,0,0,0,6,2009,4.0,0,173733,294,1176,2,1,0,0,234
915,160,2,21.0,2001,1,0,3,3,1,2,2,MeadowV,4,5,2,80.0,3,3,3,3,0.0,0.0,0,546,546,6,2,1,5,546,546,0,1092,3,1,3,6,5.0,0,0,5.0,1970.0,1.0,1,286,3,3,2,0,0,0,0,0,1,2007,5.0,5,75000,0,0,1,1,37,37,0
916,20,0,50.0,9000,1,0,3,3,1,2,2,IDOTRR,2,3,2,0.0,3,3,3,3,2.0,3.0,0,430,480,6,3,0,4,480,0,0,480,1,1,3,4,5.0,0,0,4.0,1958.0,1.0,1,308,3,3,2,0,0,0,0,0,10,2006,5.0,4,35311,50,150,1,0,57,56,0
917,20,3,65.5,17140,1,0,3,3,1,2,2,Edwards,4,6,2,0.0,3,3,3,3,0.0,4.0,0,75,1134,6,5,1,4,1229,0,0,1229,3,1,3,6,5.0,0,0,5.0,1956.0,2.0,1,284,3,3,2,0,0,0,0,0,4,2009,5.0,5,135000,1059,3177,1,0,53,53,0
918,60,3,103.0,13125,1,0,2,3,1,3,2,SawyerW,7,5,2,0.0,4,3,5,3,1.0,3.0,5,422,1104,6,5,1,5,912,1215,0,2127,4,1,4,8,5.0,1,3,5.0,1991.0,2.0,3,833,3,3,2,0,0,4,0,0,11,2007,5.0,5,238000,682,3410,3,1,16,16,488
919,20,3,87.0,11029,1,0,2,3,1,3,2,NAmes,6,8,2,0.0,5,3,4,3,0.0,4.0,3,245,1184,6,5,1,5,1414,0,0,1414,3,1,3,6,4.0,1,3,5.0,1990.0,1.0,2,601,3,3,2,0,0,0,0,0,5,2008,5.0,5,176500,939,3756,2,0,50,6,241
920,60,3,70.0,8462,1,0,2,3,1,2,2,SawyerW,6,5,2,105.0,4,4,4,4,0.0,5.0,0,114,928,6,5,1,5,936,785,0,1721,3,1,4,7,5.0,0,0,5.0,1994.0,2.0,2,471,3,3,2,0,0,0,0,0,7,2007,5.0,5,201000,814,3256,2,2,13,13,387
921,90,3,67.0,8777,1,0,3,3,1,2,2,Edwards,5,7,2,0.0,3,3,3,3,0.0,4.0,0,188,1272,6,4,1,5,1272,928,0,2200,4,2,3,9,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,9,2008,5.0,5,145900,1084,3252,4,2,108,5,70
922,20,3,65.0,10237,1,0,3,3,1,2,2,Gilbert,6,5,2,0.0,4,3,4,3,0.0,5.0,0,1288,1316,6,5,1,5,1316,0,0,1316,3,1,4,6,5.0,1,4,5.0,2005.0,3.0,2,397,3,3,2,0,0,0,0,0,10,2006,4.0,0,169990,28,112,2,0,1,0,123
923,120,3,50.0,8012,1,0,3,3,1,2,2,SawyerW,6,5,2,0.0,4,3,4,3,0.0,1.0,5,598,1604,6,5,1,5,1617,0,0,1617,2,1,4,5,5.0,1,2,5.0,1993.0,2.0,2,533,3,3,2,0,0,0,0,0,7,2008,5.0,5,193000,1006,4024,3,0,15,14,69
924,20,3,79.0,10240,1,0,3,3,1,2,2,NWAmes,6,6,2,157.0,3,4,4,3,0.0,3.0,2,0,1686,6,3,1,5,1686,0,0,1686,3,1,3,7,5.0,1,3,5.0,1980.0,1.0,2,612,3,3,2,0,0,0,0,0,5,2006,5.0,5,207500,1686,6744,3,0,26,26,515
925,20,3,80.0,15611,1,0,2,3,1,3,2,NWAmes,5,6,2,0.0,3,3,4,3,2.0,4.0,2,266,1126,6,3,1,5,1126,0,0,1126,3,1,5,6,5.0,0,0,5.0,1977.0,2.0,2,540,3,3,2,0,0,0,0,0,3,2008,5.0,4,175000,860,3440,2,1,31,31,180
926,60,3,93.0,11999,1,0,3,3,1,2,2,NridgHt,8,5,2,340.0,4,3,4,3,0.0,0.0,0,1181,1181,6,5,1,5,1234,1140,0,2374,4,1,5,10,5.0,1,4,3.0,2003.0,3.0,3,656,3,3,2,0,0,0,0,0,5,2007,5.0,5,285000,0,0,2,1,4,3,204
927,60,3,80.0,9900,1,0,3,3,1,2,2,NWAmes,7,5,2,342.0,3,3,3,3,0.0,3.0,0,280,832,6,4,1,5,1098,880,0,1978,4,1,3,9,5.0,1,4,5.0,1968.0,2.0,2,486,3,3,2,0,0,4,0,0,4,2008,5.0,5,176000,552,1656,2,1,40,40,43
928,20,3,70.0,11838,1,0,3,3,1,2,2,CollgCr,8,5,2,0.0,4,3,4,3,2.0,0.0,0,1753,1753,6,5,1,5,1788,0,0,1788,3,1,5,7,5.0,1,3,5.0,2001.0,2.0,2,522,3,3,2,0,0,0,0,0,6,2009,5.0,5,236500,0,0,2,0,8,8,353
929,60,3,65.0,13006,1,0,2,3,1,3,2,Gilbert,7,5,2,285.0,3,3,4,3,0.0,0.0,0,964,964,6,4,1,5,993,1243,0,2236,4,1,4,8,5.0,1,3,3.0,1997.0,3.0,2,642,3,3,2,0,0,0,0,0,11,2006,5.0,5,222000,0,0,2,1,9,9,0
930,20,3,73.0,8925,1,0,2,2,1,2,2,Timber,8,5,2,0.0,4,3,4,3,2.0,5.0,0,1450,1466,6,5,1,5,1466,0,0,1466,3,1,4,7,5.0,0,0,5.0,2007.0,3.0,3,610,3,3,2,0,0,0,0,0,7,2009,5.0,5,201000,16,64,2,0,2,2,118
931,20,3,70.0,9100,1,0,3,3,1,2,2,NAmes,5,6,2,0.0,3,3,3,3,0.0,3.0,1,121,925,6,5,1,5,925,0,0,925,2,1,3,5,5.0,0,0,4.0,1965.0,1.0,1,429,3,3,2,0,0,2,0,0,7,2009,5.0,5,117500,804,2412,1,1,44,44,0
932,20,3,84.0,11670,1,0,2,3,1,3,2,Somerst,9,5,3,302.0,5,3,5,4,0.0,0.0,0,1905,1905,6,5,1,5,1905,0,0,1905,3,1,5,8,5.0,1,4,5.0,2006.0,3.0,3,788,3,3,2,0,0,0,0,0,3,2007,5.0,5,320000,0,0,2,0,1,1,191
933,20,3,63.0,8487,1,0,3,3,1,1,2,CollgCr,7,5,2,210.0,4,3,4,3,2.0,5.0,0,1480,1500,6,5,1,5,1500,0,0,1500,3,1,4,6,5.0,0,0,5.0,2004.0,2.0,2,570,3,3,2,0,0,0,0,0,8,2009,5.0,5,190000,20,80,2,0,5,5,228
934,20,3,313.0,27650,1,0,1,2,1,2,1,NAmes,7,7,2,0.0,3,3,4,3,3.0,5.0,0,160,585,6,5,1,5,2069,0,0,2069,4,1,4,9,5.0,1,4,5.0,1960.0,2.0,2,505,3,3,2,0,0,0,0,0,11,2008,5.0,5,242000,425,1700,3,0,48,1,0
935,30,3,52.0,5825,1,0,2,3,1,2,2,BrkSide,4,5,2,108.0,3,4,2,3,1.0,0.0,0,600,600,6,4,1,5,747,0,0,747,1,1,3,5,5.0,0,0,4.0,1953.0,1.0,2,528,3,3,2,0,0,0,0,0,6,2006,5.0,5,79900,0,0,1,0,80,53,32
936,20,3,67.0,10083,1,0,3,3,1,2,2,SawyerW,7,5,2,0.0,4,3,4,3,0.0,5.0,0,343,1176,6,5,1,5,1200,0,0,1200,2,1,4,5,5.0,0,0,5.0,2003.0,2.0,2,555,3,3,2,0,0,0,0,0,8,2009,5.0,5,184900,833,3332,3,0,6,6,41
937,60,3,75.0,9675,1,0,3,3,1,2,2,Somerst,7,5,2,0.0,4,3,4,3,1.0,5.0,0,772,1113,6,5,1,5,1113,858,0,1971,3,1,4,8,5.0,1,4,5.0,2005.0,2.0,2,689,3,3,2,0,0,0,0,0,2,2009,5.0,5,253000,341,1364,2,1,4,4,48
938,60,3,73.0,8760,1,0,3,3,1,2,2,CollgCr,7,5,2,0.0,4,3,4,4,1.0,5.0,0,927,1391,6,5,1,5,1391,571,0,1962,3,1,4,7,5.0,0,0,5.0,2006.0,2.0,3,868,3,3,2,0,0,0,0,0,8,2006,4.0,0,239799,464,1856,2,1,0,0,90
939,70,3,80.0,24090,1,0,3,3,1,2,2,ClearCr,7,7,2,0.0,3,4,3,3,1.0,0.0,0,1032,1032,6,5,1,5,1207,1196,0,2403,4,1,3,10,5.0,2,3,5.0,1940.0,1.0,1,349,3,3,2,0,0,0,0,0,6,2010,3.0,5,244400,0,0,2,0,70,60,374
940,90,3,55.0,12640,1,0,2,3,1,2,2,Mitchel,6,5,2,0.0,3,3,3,3,3.0,2.0,2,396,1728,6,3,1,5,1728,0,0,1728,4,2,3,8,5.0,0,0,5.0,1976.0,1.0,2,574,3,3,2,0,0,0,0,0,7,2006,5.0,5,150900,1332,3996,2,0,30,30,40
941,60,3,65.0,8755,1,0,2,3,1,1,2,Gilbert,7,5,2,298.0,4,3,4,3,0.0,4.0,0,220,992,6,5,1,5,1022,1038,0,2060,3,1,4,8,5.0,1,3,3.0,1999.0,2.0,2,390,3,3,2,0,0,4,0,0,6,2009,5.0,5,214000,772,3088,3,1,10,10,168
942,90,3,42.0,7711,1,0,2,3,1,2,2,Edwards,4,3,2,0.0,3,3,4,3,3.0,5.0,0,0,1440,6,3,1,5,1440,0,0,1440,4,2,3,8,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,2007,0.0,4,150000,1440,5760,4,0,30,30,321
943,90,3,100.0,25000,1,0,3,0,1,2,2,Mitchel,5,4,2,0.0,3,3,3,3,2.0,0.0,0,1632,1632,6,3,1,5,1632,0,0,1632,4,2,3,8,5.0,0,0,5.0,1967.0,1.0,2,576,3,3,1,0,0,0,0,0,6,2007,5.0,5,143000,0,0,2,0,40,40,0
944,20,3,85.0,14375,1,0,2,3,0,4,2,Timber,6,6,2,541.0,3,3,3,3,0.0,5.0,1,354,819,6,4,1,4,1344,0,0,1344,3,1,4,7,5.0,1,4,0.0,1958.0,2.0,2,525,3,3,2,0,0,0,0,0,1,2009,3.0,4,137500,465,1395,1,1,51,51,351
945,50,2,98.0,8820,1,0,3,3,1,3,2,OldTown,5,6,2,0.0,3,3,3,3,0.0,1.0,0,0,1088,6,3,1,5,1188,561,120,1869,2,1,3,7,5.0,0,0,4.0,1963.0,1.0,2,456,3,3,2,0,0,1,0,0,9,2009,5.0,5,124900,1088,3264,1,0,119,13,292
946,80,3,70.0,8163,1,0,3,3,1,2,2,NAmes,5,6,2,128.0,3,4,3,3,2.0,4.0,3,102,1144,6,3,1,5,1144,0,0,1144,3,1,3,6,5.0,1,3,5.0,1959.0,2.0,1,796,3,3,2,0,0,0,0,0,3,2006,5.0,5,143000,1042,3126,2,0,47,47,86
947,20,3,85.0,14536,1,0,3,3,1,2,2,Timber,8,5,2,236.0,4,3,4,3,2.0,5.0,0,316,1616,6,5,1,5,1629,0,0,1629,3,1,4,9,5.0,1,4,5.0,2002.0,3.0,3,808,3,3,2,0,0,0,0,0,11,2007,5.0,5,270000,1300,5200,3,0,5,4,252
948,60,3,65.0,14006,1,0,2,3,1,2,2,CollgCr,7,5,2,144.0,4,3,4,3,0.0,0.0,0,936,936,6,5,1,5,936,840,0,1776,3,1,4,7,5.0,1,3,5.0,2002.0,2.0,2,474,3,3,2,0,0,0,0,0,2,2006,5.0,5,192500,0,0,2,1,4,4,240
949,20,3,78.0,9360,1,0,3,3,1,2,2,NWAmes,6,7,2,0.0,3,3,3,3,0.0,4.0,0,179,1161,6,3,1,5,1381,0,0,1381,3,1,4,5,5.0,1,3,5.0,1972.0,2.0,2,676,3,3,2,0,0,0,0,0,3,2010,5.0,5,197500,982,2946,2,1,38,4,0
950,20,3,60.0,7200,1,0,3,3,1,2,2,NAmes,5,8,2,0.0,3,3,3,3,0.0,4.0,3,317,864,6,4,1,5,864,0,0,864,3,1,4,5,5.0,0,0,4.0,1980.0,2.0,2,720,3,3,2,0,0,0,0,0,7,2007,5.0,5,129000,547,1641,2,0,57,5,194
951,20,1,60.0,7800,1,0,3,3,1,3,2,SawyerW,5,5,2,0.0,3,3,3,3,0.0,3.0,0,187,828,6,4,1,5,965,0,0,965,3,1,3,6,5.0,0,0,4.0,1979.0,1.0,1,300,3,3,2,0,0,3,0,0,7,2006,5.0,4,119900,641,1923,2,0,41,41,421
952,85,3,60.0,7200,1,0,3,3,1,2,2,CollgCr,5,8,2,0.0,3,4,4,3,2.0,5.0,0,108,768,6,4,1,5,768,0,0,768,2,1,3,5,5.0,0,0,4.0,1974.0,3.0,1,396,3,3,2,0,0,3,0,0,4,2009,5.0,5,133900,660,2640,1,1,37,6,192
953,60,3,73.0,11075,1,0,2,3,1,2,1,Mitchel,5,4,2,232.0,3,3,3,3,2.0,4.0,2,29,784,6,5,1,5,1168,800,0,1968,4,1,3,7,3.0,1,1,5.0,1969.0,2.0,2,530,3,3,2,0,0,3,1,1,9,2008,5.0,5,172000,755,2265,2,2,39,39,494
954,90,3,35.0,9400,1,0,2,3,1,4,2,Edwards,6,5,2,250.0,3,3,4,4,3.0,5.0,0,0,945,6,3,1,5,980,0,0,980,4,0,3,4,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,10,2006,5.0,3,127500,945,3780,2,2,31,31,0
955,90,1,82.0,7136,1,0,2,2,1,2,2,Crawfor,6,6,2,423.0,3,3,4,3,0.0,2.0,0,495,979,6,3,0,3,979,979,0,1958,4,2,3,8,5.0,0,0,5.0,1946.0,1.0,2,492,3,3,2,0,0,0,0,0,8,2007,5.0,5,145000,484,1936,2,0,61,57,0
956,160,2,24.0,1300,1,0,3,3,1,2,2,Blueste,6,6,2,0.0,3,3,4,3,0.0,4.0,0,276,561,6,3,1,5,561,668,0,1229,2,1,3,5,5.0,1,3,5.0,1980.0,3.0,2,462,3,3,2,0,0,4,0,0,5,2009,5.0,5,124000,285,1140,1,1,29,29,150
957,20,3,70.0,7420,1,0,3,3,1,2,2,Sawyer,5,5,2,0.0,3,3,3,3,0.0,2.0,0,640,1057,6,3,1,5,1057,0,0,1057,3,1,3,6,5.0,0,0,4.0,1977.0,3.0,2,576,3,3,2,0,0,0,0,0,4,2007,5.0,5,132000,417,1251,1,0,45,45,0
958,20,3,65.0,8450,1,0,3,3,1,2,2,CollgCr,7,5,2,0.0,4,3,4,3,1.0,5.0,0,638,1337,6,5,1,5,1337,0,0,1337,3,1,4,6,5.0,0,0,5.0,2003.0,2.0,2,531,3,3,2,0,0,0,0,0,10,2007,5.0,5,185000,699,2796,3,0,4,4,39
959,160,4,24.0,2572,1,0,3,3,1,1,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,4.0,0,92,696,6,5,1,5,696,720,0,1416,3,1,4,6,5.0,0,0,4.0,1999.0,1.0,2,484,3,3,2,0,0,0,0,0,5,2010,5.0,5,155000,604,2416,3,1,11,11,44
960,20,3,50.0,7207,1,0,2,3,1,2,2,BrkSide,5,7,2,0.0,3,4,3,3,3.0,3.0,0,162,858,6,4,1,5,858,0,0,858,2,1,3,4,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,2,2010,5.0,5,116500,696,2088,2,0,52,2,117
961,60,3,80.0,12227,1,0,2,3,1,3,2,NWAmes,6,7,2,424.0,3,4,4,4,0.0,4.0,0,434,1330,6,3,1,5,1542,1330,0,2872,4,1,3,11,5.0,1,3,5.0,1977.0,3.0,2,619,3,3,2,0,0,0,0,0,7,2008,5.0,5,272000,896,3584,3,1,31,13,832
962,160,3,24.0,2308,1,0,3,3,1,3,2,NPkVill,6,6,2,0.0,3,3,4,3,0.0,4.0,0,248,804,6,3,1,5,804,744,0,1548,3,1,4,7,5.0,1,3,4.0,1976.0,1.0,2,440,3,3,2,0,0,0,0,0,7,2007,5.0,5,155000,556,2224,3,1,31,31,48
963,20,3,122.0,11923,1,0,2,3,1,3,2,CollgCr,9,5,2,0.0,4,3,5,3,0.0,0.0,0,1800,1800,6,5,1,5,1800,0,0,1800,2,1,5,7,5.0,0,0,5.0,2007.0,3.0,2,702,3,3,2,0,0,0,0,0,5,2009,5.0,5,239000,0,0,2,0,2,2,424
964,60,3,80.0,11316,1,0,3,3,1,3,2,Timber,7,5,2,44.0,4,3,4,3,0.0,5.0,0,193,817,6,5,1,5,824,1070,0,1894,4,1,4,8,5.0,1,4,3.0,2002.0,3.0,2,510,3,3,2,0,0,0,0,0,2,2010,5.0,5,214900,624,2496,3,1,8,7,40
965,60,3,65.0,10237,1,0,3,3,1,2,2,Gilbert,6,5,2,0.0,4,3,4,3,0.0,0.0,0,783,783,6,5,1,5,783,701,0,1484,3,1,4,8,5.0,1,4,5.0,2005.0,3.0,2,393,3,3,2,0,0,0,0,0,7,2007,4.0,0,178900,0,0,2,1,2,0,72
966,50,3,130.0,9600,1,0,2,2,1,2,2,Crawfor,5,7,2,0.0,4,4,3,2,0.0,2.0,0,300,728,6,5,1,5,976,332,0,1308,2,1,3,7,3.0,2,3,4.0,1940.0,1.0,1,256,3,3,2,0,0,0,0,0,6,2009,5.0,5,160000,428,1284,2,1,69,59,70
967,20,3,73.0,7390,1,0,2,3,1,2,2,NAmes,5,7,2,151.0,3,3,3,3,0.0,4.0,0,196,1098,6,3,1,5,1098,0,0,1098,3,1,3,6,5.0,0,0,5.0,1955.0,1.0,1,260,3,3,2,0,0,0,0,0,7,2008,5.0,5,135000,902,2706,2,0,53,53,0
968,50,2,50.0,5925,1,0,3,3,1,2,2,OldTown,3,6,2,0.0,3,3,3,3,0.0,0.0,0,600,600,4,2,0,5,600,368,0,968,2,1,3,6,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,5,2009,5.0,4,37900,0,0,1,0,99,59,0
969,190,3,75.0,10382,1,0,3,3,1,2,2,NAmes,6,5,2,105.0,3,2,3,3,3.0,4.0,0,75,588,6,3,1,5,1095,0,0,1095,2,1,3,6,5.0,0,0,5.0,1958.0,2.0,1,264,3,3,2,0,0,0,0,0,3,2006,2.0,5,140000,513,1539,2,0,48,48,0
970,50,3,60.0,10800,1,0,3,3,1,2,2,NAmes,4,4,2,0.0,3,3,3,3,0.0,0.0,0,720,720,6,3,0,4,720,472,0,1192,4,1,3,6,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,12,2006,5.0,4,135000,0,0,1,1,57,56,0
971,160,3,36.0,2268,1,0,3,3,1,2,2,NridgHt,7,5,3,106.0,4,3,4,3,0.0,5.0,0,197,764,6,5,1,5,764,862,0,1626,2,1,4,6,5.0,0,0,3.0,2003.0,2.0,2,474,3,3,2,0,0,0,0,0,7,2009,5.0,5,173000,567,2268,2,0,6,5,27
972,120,3,55.0,7892,1,0,3,3,1,2,2,SawyerW,6,5,2,0.0,3,3,4,3,0.0,0.0,0,918,918,6,3,1,5,918,0,0,918,2,1,3,5,5.0,1,3,5.0,1979.0,1.0,1,264,3,3,2,0,0,0,0,0,4,2010,5.0,5,99500,0,0,2,0,31,31,28
973,20,4,95.0,11639,1,0,3,3,1,3,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,0.0,0,1428,1428,6,5,1,5,1428,0,0,1428,3,1,4,6,5.0,0,0,5.0,2007.0,3.0,2,480,3,3,2,0,0,0,0,0,12,2008,4.0,0,182000,0,0,2,0,1,0,120
974,70,3,60.0,11414,1,0,2,3,1,3,2,BrkSide,7,8,2,0.0,3,4,4,3,0.0,0.0,0,728,728,6,3,0,5,1136,883,0,2019,3,1,4,8,5.0,0,0,4.0,1997.0,1.0,2,532,3,3,2,0,0,4,0,0,10,2009,5.0,5,167500,0,0,1,0,99,16,644
975,160,4,73.5,2651,1,0,3,3,1,1,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,5.0,0,32,673,6,5,1,5,673,709,0,1382,3,1,4,6,5.0,0,0,4.0,2000.0,1.0,2,490,3,3,2,0,0,0,0,0,4,2006,5.0,5,165000,641,2564,3,1,6,6,203
976,30,3,51.0,5900,1,0,2,1,1,2,2,BrkSide,4,7,2,0.0,3,3,4,3,0.0,0.0,0,440,440,6,3,1,4,869,0,0,869,2,1,2,4,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,8,2006,5.0,5,85500,0,0,1,0,83,48,0
977,120,4,35.0,4274,1,2,2,3,1,2,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,5.0,0,135,1241,6,5,1,5,1241,0,0,1241,1,1,4,4,5.0,0,0,5.0,2007.0,3.0,2,569,3,3,2,0,0,0,0,0,11,2007,4.0,0,199900,1106,4424,2,1,1,0,116
978,20,3,68.0,9450,1,0,3,1,1,2,1,Edwards,4,5,2,0.0,3,3,3,3,0.0,1.0,0,342,894,6,5,1,5,894,0,0,894,3,1,3,5,5.0,0,0,4.0,1999.0,1.0,2,400,3,3,2,0,0,0,0,0,5,2007,5.0,4,110000,552,1656,1,0,53,53,0
979,20,3,80.0,8816,1,0,3,3,1,3,2,Sawyer,5,6,2,0.0,3,3,3,3,0.0,2.0,0,470,1121,6,3,1,5,1121,0,0,1121,3,1,3,5,5.0,0,0,4.0,1963.0,1.0,2,480,3,3,2,0,0,3,0,0,6,2009,5.0,5,139000,651,1953,2,0,46,46,80
980,85,3,73.0,12122,1,0,2,3,1,3,2,NAmes,7,9,3,210.0,5,3,3,3,2.0,4.0,0,77,944,6,4,1,5,999,0,0,999,3,1,5,6,5.0,0,0,5.0,1961.0,2.0,2,588,3,3,2,0,0,0,0,0,7,2008,5.0,5,178400,867,2601,2,0,47,1,220
